ID,Realm,Subrealm,Kingdom,Subkingdom,Phylum,Subphylum,Class,Subclass,Order,Suborder,Family,Subfamily,Genus,Subgenus,Species,Rank,TaxonName,Lineage
3895,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Timquatrovirus,,,Genus,Timquatrovirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus
3896,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus Anaya,Species,Mycobacterium virus Anaya,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;Mycobacterium virus Anaya
3897,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus Angelica,Species,Mycobacterium virus Angelica,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;Mycobacterium virus Angelica
3898,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus CrimD,Species,Mycobacterium virus CrimD,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;Mycobacterium virus CrimD
3899,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus Fionnbharth,Species,Mycobacterium virus Fionnbharth,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;Mycobacterium virus Fionnbharth
3900,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus JAWS,Species,Mycobacterium virus JAWS,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;Mycobacterium virus JAWS
3901,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus Larva,Species,Mycobacterium virus Larva,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;Mycobacterium virus Larva
3902,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus MacnCheese,Species,Mycobacterium virus MacnCheese,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;Mycobacterium virus MacnCheese
3903,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus Pixie,Species,Mycobacterium virus Pixie,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;Mycobacterium virus Pixie
3904,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Timquatrovirus,,Mycobacterium virus TM4,Species,Mycobacterium virus TM4,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Timquatrovirus;Mycobacterium virus TM4
3905,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Tinduovirus,,,Genus,Tinduovirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Tinduovirus
3906,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Tinduovirus,,Tsukamurella virus TIN2,Species,Tsukamurella virus TIN2,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Tinduovirus;Tsukamurella virus TIN2
3907,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Tinduovirus,,Tsukamurella virus TIN3,Species,Tsukamurella virus TIN3,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Tinduovirus;Tsukamurella virus TIN3
3908,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Titanvirus,,,Genus,Titanvirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Titanvirus
3909,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Titanvirus,,Rhodobacter virus RcSpartan,Species,Rhodobacter virus RcSpartan,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Titanvirus;Rhodobacter virus RcSpartan
3910,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Titanvirus,,Rhodobacter virus RcTitan,Species,Rhodobacter virus RcTitan,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Titanvirus;Rhodobacter virus RcTitan
3911,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Tortellinivirus,,,Genus,Tortellinivirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Tortellinivirus
3912,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Tortellinivirus,,Mycobacterium virus Tortellini,Species,Mycobacterium virus Tortellini,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Tortellinivirus;Mycobacterium virus Tortellini
3913,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,,Genus,Triavirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus
3914,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus 47,Species,Staphylococcus virus 47,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus 47
3915,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus 15644,Species,Staphylococcus virus 15644,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus 15644
3916,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus 3a,Species,Staphylococcus virus 3a,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus 3a
3917,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus 42e,Species,Staphylococcus virus 42e,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus 42e
3918,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus fPfSau02,Species,Staphylococcus virus fPfSau02,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus fPfSau02
3919,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus IPLA35,Species,Staphylococcus virus IPLA35,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus IPLA35
3920,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus JS02,Species,Staphylococcus virus JS02,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus JS02
3921,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus LH1,Species,Staphylococcus virus LH1,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus LH1
3922,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus P240,Species,Staphylococcus virus P240,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus P240
3923,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus phi2,Species,Staphylococcus virus phi2,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus phi2
3924,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus phi12,Species,Staphylococcus virus phi12,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus phi12
3925,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus phi2958PVL,Species,Staphylococcus virus phi2958PVL,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus phi2958PVL
3926,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus phiSLT,Species,Staphylococcus virus phiSLT,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus phiSLT
3927,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus R1988,Species,Staphylococcus virus R1988,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus R1988
3928,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus SA137ruMSSAST121PVL,Species,Staphylococcus virus SA137ruMSSAST121PVL,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus SA137ruMSSAST121PVL
3929,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus SAP11,Species,Staphylococcus virus SAP11,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus SAP11
3930,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus st1,Species,Staphylococcus virus st1,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus st1
3931,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus st5,Species,Staphylococcus virus st5,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus st5
3932,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus st30,Species,Staphylococcus virus st30,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus st30
3933,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus st78,Species,Staphylococcus virus st78,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus st78
3934,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus st121mssa,Species,Staphylococcus virus st121mssa,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus st121mssa
3935,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus StauST398-2,Species,Staphylococcus virus StauST398-2,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus StauST398-2
3936,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triavirus,,Staphylococcus virus tp310-2,Species,Staphylococcus virus tp310-2,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triavirus;Staphylococcus virus tp310-2
3937,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Trigintaduovirus,,,Genus,Trigintaduovirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Trigintaduovirus
3938,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Trigintaduovirus,,Mycobacterium virus 32HC,Species,Mycobacterium virus 32HC,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Trigintaduovirus;Mycobacterium virus 32HC
3939,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Trinavirus,,,Genus,Trinavirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Trinavirus
3940,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Trinavirus,,Rhodococcus virus Trina,Species,Rhodococcus virus Trina,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Trinavirus;Rhodococcus virus Trina
3941,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Trinevirus,,,Genus,Trinevirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Trinevirus
3942,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Trinevirus,,Gordonia virus Trine,Species,Gordonia virus Trine,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Trinevirus;Gordonia virus Trine
3943,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triplejayvirus,,,Genus,Triplejayvirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triplejayvirus
3944,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Triplejayvirus,,Arthrobacter virus TripleJ,Species,Arthrobacter virus TripleJ,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Triplejayvirus;Arthrobacter virus TripleJ
3945,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Unahavirus,,,Genus,Unahavirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Unahavirus
3946,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Unahavirus,,Flavobacterium virus 1H,Species,Flavobacterium virus 1H,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Unahavirus;Flavobacterium virus 1H
3947,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Unahavirus,,Flavobacterium virus 23T,Species,Flavobacterium virus 23T,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Unahavirus;Flavobacterium virus 23T
3948,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Unahavirus,,Flavobacterium virus 2A,Species,Flavobacterium virus 2A,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Unahavirus;Flavobacterium virus 2A
3949,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Unahavirus,,Flavobacterium virus 6H,Species,Flavobacterium virus 6H,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Unahavirus;Flavobacterium virus 6H
3950,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Uwajimavirus,,,Genus,Uwajimavirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Uwajimavirus
3951,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Uwajimavirus,,Lactococcus virus PLgW1,Species,Lactococcus virus PLgW1,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Uwajimavirus;Lactococcus virus PLgW1
3952,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vashvirus,,,Genus,Vashvirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vashvirus
3953,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vashvirus,,Streptomyces virus Lilbooboo,Species,Streptomyces virus Lilbooboo,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vashvirus;Streptomyces virus Lilbooboo
3954,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vashvirus,,Streptomyces virus Vash,Species,Streptomyces virus Vash,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vashvirus;Streptomyces virus Vash
3955,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vedamuthuvirus,,,Genus,Vedamuthuvirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vedamuthuvirus
3956,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vedamuthuvirus,,Lactococcus virus 50902,Species,Lactococcus virus 50902,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vedamuthuvirus;Lactococcus virus 50902
3957,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vedamuthuvirus,,Lactococcus virus 62503,Species,Lactococcus virus 62503,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vedamuthuvirus;Lactococcus virus 62503
3958,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vedamuthuvirus,,Lactococcus virus BM13,Species,Lactococcus virus BM13,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vedamuthuvirus;Lactococcus virus BM13
3959,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vedamuthuvirus,,Lactococcus virus P1045,Species,Lactococcus virus P1045,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vedamuthuvirus;Lactococcus virus P1045
3960,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vedamuthuvirus,,Lactococcus virus Q33,Species,Lactococcus virus Q33,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vedamuthuvirus;Lactococcus virus Q33
3961,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vendettavirus,,,Genus,Vendettavirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vendettavirus
3962,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vendettavirus,,Gordonia virus Vendetta,Species,Gordonia virus Vendetta,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vendettavirus;Gordonia virus Vendetta
3963,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vhulanivirus,,,Genus,Vhulanivirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vhulanivirus
3964,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vhulanivirus,,Paracoccus virus Shpa,Species,Paracoccus virus Shpa,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vhulanivirus;Paracoccus virus Shpa
3965,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vidquintavirus,,,Genus,Vidquintavirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vidquintavirus
3966,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vidquintavirus,,Pantoea virus Vid5,Species,Pantoea virus Vid5,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vidquintavirus;Pantoea virus Vid5
3967,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vieuvirus,,,Genus,Vieuvirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vieuvirus
3968,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vieuvirus,,Acinetobacter virus B1251,Species,Acinetobacter virus B1251,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vieuvirus;Acinetobacter virus B1251
3969,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vieuvirus,,Acinetobacter virus R3177,Species,Acinetobacter virus R3177,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vieuvirus;Acinetobacter virus R3177
3970,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vividuovirus,,,Genus,Vividuovirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vividuovirus
3971,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vividuovirus,,Gordonia virus Brandonk123,Species,Gordonia virus Brandonk123,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vividuovirus;Gordonia virus Brandonk123
3972,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vividuovirus,,Gordonia virus Lennon,Species,Gordonia virus Lennon,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vividuovirus;Gordonia virus Lennon
3973,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vividuovirus,,Gordonia virus Vivi2,Species,Gordonia virus Vivi2,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vividuovirus;Gordonia virus Vivi2
3974,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vojvodinavirus,,,Genus,Vojvodinavirus,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vojvodinavirus
3975,Duplodnaviria,,Heunggongvirae,,Uroviricota,,Caudoviricetes,,Caudovirales,,Siphoviridae,,Vojvodinavirus,,Bordetella virus CN1,Species,Bordetella virus CN1,Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Caudovirales;Siphoviridae;Vojvodinavirus;Bordetella virus CN1
